SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10,ANNOTATOR_11,ANNOTATOR_12,ANNOTATOR_13,ANNOTATOR_14,ANNOTATOR_15,ANNOTATOR_16,ANNOTATOR_17,ANNOTATOR_18,ANNOTATOR_19,ANNOTATOR_20,ANNOTATOR_21,ANNOTATOR_22,ANNOTATOR_23,ANNOTATOR_24,ANNOTATOR_25,ANNOTATOR_26,ANNOTATOR_27
1,ar-en,ad,9,0.9375037728015604,nan,0.3179381682061309,nan,-0.47662721916705003,0.5942575768955383,nan,nan,-0.5115813177860312,nan,0.9279345358623097,nan,nan,nan,nan,nan,nan,0.6353972787452448,0.6769672277377278,0.7058666516278596,nan,nan,nan,nan,nan,nan,nan
2,ar-en,ad,9,0.4269830962181252,nan,0.3179381682061309,nan,-1.1620010034743813,0.5942575768955383,nan,nan,-1.52937462638784,nan,0.6485573793570021,nan,nan,nan,nan,nan,nan,-0.6074335843261386,0.6769672277377278,0.7058666516278596,nan,nan,nan,nan,nan,nan,nan
3,ar-en,ad,9,-0.12000334297841256,nan,-0.5076717372995692,nan,-0.9661799222437152,0.32211231363217646,nan,nan,-0.5115813177860312,nan,0.08980306634638703,nan,nan,nan,nan,nan,nan,0.6353972787452448,0.6769672277377278,-0.22951492353543898,nan,nan,nan,nan,nan,nan,nan
4,ar-en,ad,9,0.31758580837881767,nan,-0.12662101168155376,nan,-0.5745377597823831,-0.3128933006490009,nan,nan,0.9540410466005735,nan,0.9279345358623097,nan,nan,nan,nan,nan,nan,-0.6074335843261386,-0.10431123222159626,0.7058666516278596,nan,nan,nan,nan,nan,nan,nan
5,ar-en,ad,9,0.9375037728015604,nan,0.9530227109028232,nan,0.5024781869862803,0.4128274013866304,nan,nan,0.9540410466005735,nan,0.9279345358623097,nan,nan,nan,nan,nan,nan,0.6353972787452448,0.6769672277377278,0.7058666516278596,nan,nan,nan,nan,nan,nan,nan
6,ar-en,ad,9,0.9375037728015604,nan,0.5719719852848079,nan,1.6774046743702768,0.4128274013866304,nan,nan,0.9540410466005735,nan,0.9279345358623097,nan,nan,nan,nan,nan,nan,0.6353972787452448,0.6769672277377278,0.7058666516278596,nan,nan,nan,nan,nan,nan,nan
7,ar-en,ad,9,0.5728461466705352,nan,0.7624973480938155,nan,0.40456764637094733,0.5942575768955383,nan,nan,0.9540410466005735,nan,0.4250556541527561,nan,nan,nan,nan,nan,nan,0.6353972787452448,0.6769672277377278,0.7058666516278596,nan,nan,nan,nan,nan,nan,nan
8,ar-en,ad,9,0.9375037728015604,nan,0.9530227109028232,nan,0.9920308900629455,0.14068213812326866,nan,nan,0.9540410466005735,nan,0.5368065167548791,nan,nan,nan,nan,nan,nan,0.6353972787452448,0.6769672277377278,0.7058666516278596,nan,nan,nan,nan,nan,nan,nan
9,ar-en,ad,9,-2.2350175745383587,nan,-2.158891548310969,nan,-2.6306591127043766,0.5942575768955383,nan,nan,-2.099338879204853,nan,-3.6538508308247337,nan,nan,nan,nan,nan,nan,-1.8005512128746666,-1.6668681521402444,-1.6152654052588442,nan,nan,nan,nan,nan,nan,nan
10,ar-en,ad,9,0.9375037728015604,nan,0.9530227109028232,nan,-1.2599115440897144,0.5942575768955383,nan,nan,-0.06375226200123532,nan,0.31330479155063307,nan,nan,nan,nan,nan,nan,0.6353972787452448,0.6769672277377278,0.6712228895847744,nan,nan,nan,nan,nan,nan,nan
11,ar-en,ad,9,-0.26586639343082263,nan,-0.5076717372995692,nan,-0.2808061379363839,-0.040748037385639174,nan,nan,-2.1400506115489253,nan,-2.4804667735024424,nan,nan,nan,nan,nan,nan,-1.8502644473975218,-1.6668681521402444,-0.12558363740618358,nan,nan,nan,nan,nan,nan,nan
